Category,Sub-Category,Profit per Order,Quantity,Sales,Sales per Customer
Office Supplies,Appliances,14.68,7,59,58.73
Office Supplies,Binders,18.45,7,38,37.66
Office Supplies,Binders,219.45,7,448,447.86
Office Supplies,Labels,13.3,7,29,28.91
Office Supplies,Labels,11.83,8,25,24.64
Office Supplies,Paper,219.44,8,448,447.84
Office Supplies,Envelopes,63.13,9,137,137.25
Office Supplies,Envelopes,3.22,1,9,8.87
Office Supplies,Paper,1.37,1,4,4.06
Office Supplies,Paper,1.68,1,5,4.62
Office Supplies,Storage,3.25,1,43,43.28
Office Supplies,Appliances,16.16,2,162,161.57
Office Supplies,Appliances,33.58,2,448,447.7
Office Supplies,Art,0.59,2,5,5.25
Office Supplies,Binders,3.81,2,11,10.9
Office Supplies,Fasteners,1.71,2,7,7.22
Office Supplies,Fasteners,1.92,2,6,5.68
Office Supplies,Labels,3.28,2,10,10.08
Office Supplies,Paper,5.88,2,16,16.22
Office Supplies,Paper,15.49,2,50,49.57
Office Supplies,Paper,3.63,2,10,10.37
Office Supplies,Paper,32.47,2,90,89.57
Office Supplies,Paper,15.49,2,50,49.57
Office Supplies,Paper,5.55,2,16,16.45
Office Supplies,Paper,2.69,2,8,7.97
Office Supplies,Storage,2.4,2,27,27.44
Office Supplies,Storage,0.67,2,9,8.93
Office Supplies,Storage,-17.61,2,78,78.26
Office Supplies,Supplies,-0.7,2,3,3.49
Office Supplies,Art,1.16,3,10,10.27
Office Supplies,Art,3.33,3,17,16.66
Office Supplies,Art,1,3,8,8.02
Office Supplies,Binders,27.79,3,82,82.34
Office Supplies,Binders,4.35,3,14,13.92
Office Supplies,Binders,40.87,3,126,125.76
Office Supplies,Binders,6.42,3,18,17.71
Office Supplies,Fasteners,1.6,3,4,4.42
Office Supplies,Labels,2.65,3,8,7.56
Office Supplies,Paper,7.51,3,22,22.25
Office Supplies,Paper,5.44,3,16,15.55
Office Supplies,Paper,15.93,3,46,45.53
Office Supplies,Paper,5.44,3,16,15.55
Office Supplies,Appliances,29.3,4,335,334.88
Office Supplies,Binders,32.67,4,93,93.34
Office Supplies,Binders,3.29,4,9,9.09
Office Supplies,Binders,6.92,4,18,18.46
Office Supplies,Binders,18.87,4,52,52.06
Office Supplies,Binders,10.43,4,33,33.38
Office Supplies,Labels,3.34,4,9,9.22
Office Supplies,Paper,11.1,4,33,32.9
Office Supplies,Paper,7.26,4,21,20.74
Office Supplies,Paper,6.7,4,18,18.5
Office Supplies,Paper,7.26,4,21,20.74
Office Supplies,Storage,-23.36,4,125,124.61
Office Supplies,Storage,21.14,4,564,563.81
Office Supplies,Binders,9.18,5,25,25.32
Office Supplies,Envelopes,35.33,5,105,104.68
Office Supplies,Labels,5.37,5,17,16.52
Office Supplies,Paper,146.79,5,419,419.4
Office Supplies,Paper,9.07,5,26,25.92
Office Supplies,Storage,3.75,5,38,37.52
Office Supplies,Appliances,1.25,6,17,16.7
Office Supplies,Fasteners,3.5,6,10,9.65
Office Supplies,Paper,7.92,6,25,25.34
Office Supplies,Paper,10.89,6,31,31.1
Office Supplies,Storage,-165.77,6,663,663.07
Office Supplies,Appliances,18.4,7,98,98.11
Office Supplies,Paper,78.68,7,217,217.06
Office Supplies,Storage,25.01,7,222,222.32
Office Supplies,Art,1.27,8,11,11.26
Office Supplies,Binders,47,8,134,134.27
Office Supplies,Paper,15.21,8,45,45.06
Office Supplies,Paper,15.61,9,43,43.06
Office Supplies,Paper,10.08,9,29,28.8
Office Supplies,Storage,24.86,10,284,284.08
Office Supplies,Binders,100.14,13,297,296.71
Office Supplies,Binders,-1.5,1,2,2.04
Office Supplies,Binders,-8.61,1,12,12.29
Office Supplies,Binders,-2.61,2,3,3.13
Office Supplies,Binders,-82.99,2,100,99.59
Office Supplies,Binders,-4.59,3,6,5.74
Office Supplies,Binders,-22.62,3,34,33.93
Office Supplies,Binders,-17.94,3,22,22.43
Office Supplies,Binders,-7.58,3,10,10.33
Office Supplies,Binders,-4.97,4,6,6.22
Office Supplies,Binders,-4.12,4,6,5.89
Office Supplies,Binders,-12.21,4,18,18.31
Office Supplies,Binders,-18.46,4,25,25.18
Office Supplies,Binders,-6.95,4,10,10.43
Office Supplies,Binders,-4.76,5,6,5.72
Office Supplies,Binders,-7.85,5,9,9.42
Office Supplies,Binders,-23.89,5,31,31.16
Office Supplies,Binders,-100.92,6,121,121.1
Office Supplies,Binders,-21.79,6,30,29.72
Office Supplies,Binders,-9.5,7,13,12.96
Office Supplies,Binders,-46.59,7,70,69.89
Office Supplies,Binders,-5.24,8,7,7.49
Office Supplies,Binders,635.5,1,1271,1270.99
Office Supplies,Binders,1.41,1,3,2.88
Office Supplies,Labels,1.9,1,4,4.13
Office Supplies,Paper,2.44,1,5,4.98
Office Supplies,Paper,3.01,1,7,6.54
Office Supplies,Storage,16.73,1,60,59.76
Office Supplies,Storage,3.88,1,16,15.51
Office Supplies,Appliances,9.52,2,29,28.84
Office Supplies,Appliances,44.89,2,160,160.32
Office Supplies,Art,1.09,2,4,3.76
Office Supplies,Art,1.42,2,4,4.3
Office Supplies,Art,1.48,2,5,5.48
Office Supplies,Binders,3.06,2,6,6.24
Office Supplies,Binders,13.43,2,30,29.84
Office Supplies,Binders,55,2,120,119.56
Office Supplies,Binders,274.49,2,610,609.98
Office Supplies,Binders,28,2,58,58.34
Office Supplies,Binders,6.94,2,15,15.42
Office Supplies,Binders,4.72,2,10,9.64
Office Supplies,Fasteners,1.32,2,4,3.76
Office Supplies,Labels,4.81,2,10,9.82
Office Supplies,Paper,21.01,2,46,45.68
Office Supplies,Paper,8.34,2,17,16.68
Office Supplies,Supplies,10.52,2,35,35.06
Office Supplies,Art,4.96,3,13,12.72
Office Supplies,Art,2.17,3,8,8.34
Office Supplies,Binders,41.95,3,91,91.2
Office Supplies,Binders,48.38,3,103,102.93
Office Supplies,Binders,56.55,3,113,113.1
Office Supplies,Fasteners,0.23,3,23,23.34
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Art,3.71,4,14,14.28
Office Supplies,Art,25.75,4,92,91.96
Office Supplies,Art,12.94,4,46,46.2
Office Supplies,Binders,20.7,4,46,46
Office Supplies,Fasteners,0.31,4,31,31.12
Office Supplies,Paper,12.7,4,26,25.92
Office Supplies,Paper,12.44,4,26,25.92
Office Supplies,Storage,125.14,4,481,481.32
Office Supplies,Art,13.45,5,35,35.4
Office Supplies,Art,42.22,5,141,140.75
Office Supplies,Labels,7.56,5,16,15.75
Office Supplies,Binders,41.43,6,90,90.06
Office Supplies,Fasteners,14.4,6,30,30
Office Supplies,Binders,15.52,7,34,33.74
Office Supplies,Paper,84.94,7,185,184.66
Office Supplies,Binders,240.56,8,512,511.84
Office Supplies,Envelopes,58.92,8,125,125.36
Office Supplies,Storage,0,8,490,489.92
Office Supplies,Storage,375.43,12,1444,1443.96
Office Supplies,Labels,1,1,3,2.95
Office Supplies,Labels,1.05,1,3,3
Office Supplies,Paper,1.65,1,5,5.08
Office Supplies,Storage,-4.77,1,25,25.42
Office Supplies,Storage,-12.96,1,65,64.78
Office Supplies,Appliances,4.24,2,42,42.38
Office Supplies,Art,1.22,2,16,16.26
Office Supplies,Art,0.32,2,3,2.82
Office Supplies,Labels,1.67,2,5,4.61
Office Supplies,Labels,3.95,2,12,11.7
Office Supplies,Labels,1.67,2,5,4.61
Office Supplies,Paper,3.63,2,10,10.37
Office Supplies,Paper,3.63,2,10,10.37
Office Supplies,Paper,3.26,2,10,9.66
Office Supplies,Storage,-29.44,2,147,147.18
Office Supplies,Storage,4.62,2,62,61.57
Office Supplies,Supplies,-1.04,2,6,5.55
Office Supplies,Supplies,3.51,2,28,28.05
Office Supplies,Appliances,50.37,3,672,671.54
Office Supplies,Art,4.85,3,16,15.53
Office Supplies,Art,1,3,8,8.02
Office Supplies,Art,0.46,3,6,6.19
Office Supplies,Fasteners,5.92,3,19,18.94
Office Supplies,Fasteners,5.92,3,19,18.94
Office Supplies,Labels,3.88,3,12,11.95
Office Supplies,Paper,4.03,3,12,11.95
Office Supplies,Storage,32.43,3,432,432.46
Office Supplies,Art,2.01,4,18,17.86
Office Supplies,Labels,3.34,4,9,9.22
Office Supplies,Labels,4.2,4,12,12
Office Supplies,Paper,3.42,4,11,10.53
Office Supplies,Paper,7.48,4,21,21.38
Office Supplies,Paper,31.47,4,93,93.25
Office Supplies,Storage,65.33,4,581,580.67
Office Supplies,Storage,-63.01,4,720,720.06
Office Supplies,Art,4.2,5,48,47.96
Office Supplies,Art,2.13,5,13,13.12
Office Supplies,Appliances,15.84,6,211,211.25
Office Supplies,Paper,31.87,6,91,91.06
Office Supplies,Paper,10.89,6,31,31.1
Office Supplies,Storage,30.47,7,348,348.21
Office Supplies,Binders,-6.92,2,10,9.89
Office Supplies,Binders,-26.73,2,35,34.86
Office Supplies,Binders,-14.59,2,18,18.24
Office Supplies,Binders,-2.56,2,3,3.2
Office Supplies,Binders,-11.42,3,16,15.57
Office Supplies,Binders,-3.55,3,5,4.84
Office Supplies,Binders,-2.76,3,4,3.76
Office Supplies,Binders,-3.04,3,4,4.34
Office Supplies,Binders,-1306.55,4,1633,1633.19
Office Supplies,Binders,-33.48,5,46,45.66
Office Supplies,Binders,-5.41,5,7,7.38
Office Supplies,Binders,-7.92,5,12,11.88
Office Supplies,Binders,-33.64,6,50,50.45
Office Supplies,Binders,-28.63,7,36,35.78
Office Supplies,Binders,-21.08,8,29,28.75
Office Supplies,Appliances,18.32,1,68,67.84
Office Supplies,Appliances,2.96,1,11,10.98
Office Supplies,Art,10.03,1,35,34.58
Office Supplies,Art,4.93,1,17,16.99
Office Supplies,Art,0.72,1,3,2.78
Office Supplies,Art,2.96,1,8,7.58
Office Supplies,Fasteners,0.65,1,2,1.81
Office Supplies,Fasteners,0,1,5,4.71
Office Supplies,Labels,1.41,1,3,2.88
Office Supplies,Paper,2.32,1,5,4.73
Office Supplies,Storage,1.02,1,6,5.98
Office Supplies,Storage,0.2,1,20,20.34
Office Supplies,Storage,4.19,1,15,14.97
Office Supplies,Appliances,101.35,2,362,361.96
Office Supplies,Art,15.76,2,56,56.3
Office Supplies,Art,1.67,2,6,5.76
Office Supplies,Art,2.22,2,6,5.56
Office Supplies,Art,3.48,2,8,8.28
Office Supplies,Art,1.45,2,6,5.56
Office Supplies,Art,11.45,2,44,44.02
Office Supplies,Envelopes,58.5,2,124,124.46
Office Supplies,Fasteners,1.17,2,2,2.48
Office Supplies,Fasteners,1.97,2,4,4.02
Office Supplies,Labels,2.96,2,6,6.16
Office Supplies,Labels,2.72,2,6,5.78
Office Supplies,Paper,53.26,2,111,110.96
Office Supplies,Paper,21.01,2,46,45.68
Office Supplies,Paper,6.35,2,13,12.96
Office Supplies,Paper,45.98,2,98,97.82
Office Supplies,Paper,3.85,2,9,8.56
Office Supplies,Paper,6.41,2,13,13.36
Office Supplies,Paper,5.76,2,12,11.76
Office Supplies,Paper,4.88,2,10,9.96
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Paper,6.32,2,13,12.9
Office Supplies,Paper,40.17,2,82,81.98
Office Supplies,Paper,27.88,2,62,61.96
Office Supplies,Paper,3.03,2,7,6.58
Office Supplies,Paper,18.21,2,38,37.94
Office Supplies,Paper,21.01,2,46,45.68
Office Supplies,Paper,8.71,2,19,18.54
Office Supplies,Paper,24.27,2,53,52.76
Office Supplies,Storage,61.39,2,323,323.1
Office Supplies,Storage,80.63,2,310,310.12
Office Supplies,Supplies,4.34,2,17,16.68
Office Supplies,Appliances,12.22,3,41,40.74
Office Supplies,Appliances,78.51,3,271,270.72
Office Supplies,Art,2.85,3,10,9.84
Office Supplies,Art,6.2,3,18,18.24
Office Supplies,Fasteners,3.62,3,8,7.86
Office Supplies,Fasteners,4.11,3,9,8.94
Office Supplies,Labels,22.2,3,44,44.4
Office Supplies,Paper,5.97,3,12,11.94
Office Supplies,Paper,53.5,3,114,113.82
Office Supplies,Paper,150.98,3,315,314.55
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Paper,9.36,3,20,20.34
Office Supplies,Storage,13.89,3,51,51.45
Office Supplies,Storage,18.61,3,64,64.17
Office Supplies,Storage,13.03,3,47,46.53
Office Supplies,Supplies,7.6,3,25,25.35
Office Supplies,Appliances,11.86,4,44,43.92
Office Supplies,Appliances,29.67,4,106,105.96
Office Supplies,Appliances,66.07,4,228,227.84
Office Supplies,Art,6.07,4,23,23.36
Office Supplies,Art,3.36,4,7,6.72
Office Supplies,Art,4.33,4,13,13.12
Office Supplies,Labels,5.64,4,12,11.52
Office Supplies,Paper,16.09,4,34,34.24
Office Supplies,Paper,97.88,4,196,195.76
Office Supplies,Paper,80.34,4,164,163.96
Office Supplies,Paper,92.24,4,192,192.16
Office Supplies,Storage,4.07,4,24,23.92
Office Supplies,Storage,7.19,4,359,359.32
Office Supplies,Appliances,459.4,5,1641,1640.7
Office Supplies,Appliances,24.36,5,57,56.65
Office Supplies,Art,6.21,5,21,21.4
Office Supplies,Art,2.18,5,8,8.4
Office Supplies,Art,5.56,5,14,13.9
Office Supplies,Fasteners,5.8,5,12,12.35
Office Supplies,Paper,46.95,5,100,99.9
Office Supplies,Paper,27.78,5,57,56.7
Office Supplies,Paper,9.63,5,21,21.4
Office Supplies,Paper,13.45,5,30,29.9
Office Supplies,Paper,114.94,5,245,244.55
Office Supplies,Paper,15.55,5,32,32.4
Office Supplies,Paper,15.06,5,33,32.75
Office Supplies,Paper,14.65,5,30,29.9
Office Supplies,Storage,0,5,26,26.4
Office Supplies,Supplies,25,5,86,86.2
Office Supplies,Supplies,12.43,5,44,44.4
Office Supplies,Appliances,136.62,6,488,487.92
Office Supplies,Appliances,23.59,6,87,87.36
Office Supplies,Appliances,66.33,6,237,236.88
Office Supplies,Art,30.22,6,108,107.94
Office Supplies,Art,6.49,6,20,19.68
Office Supplies,Art,8.12,6,24,23.88
Office Supplies,Art,30.95,6,119,119.04
Office Supplies,Labels,9.07,6,19,18.9
Office Supplies,Paper,18.66,6,39,38.88
Office Supplies,Paper,18.66,6,39,38.88
Office Supplies,Art,5.06,7,19,19.46
Office Supplies,Art,5.23,7,19,18.69
Office Supplies,Fasteners,0,7,14,13.86
Office Supplies,Fasteners,0.39,7,13,13.02
Office Supplies,Labels,10.58,7,22,22.05
Office Supplies,Labels,9.88,7,20,20.16
Office Supplies,Paper,140.6,7,287,286.93
Office Supplies,Storage,334.11,7,1856,1856.19
Office Supplies,Storage,204.77,7,1575,1575.14
Office Supplies,Storage,70.03,7,269,269.36
Office Supplies,Art,10.51,8,32,31.84
Office Supplies,Labels,9.6,8,21,20.88
Office Supplies,Labels,27.49,8,58,58.48
Office Supplies,Labels,19.25,8,39,39.28
Office Supplies,Paper,32.94,8,72,71.6
Office Supplies,Paper,28.86,9,60,60.12
Office Supplies,Storage,44.95,9,250,249.75
Office Supplies,Storage,5.45,9,136,136.26
Office Supplies,Art,0.16,1,1,1.41
Office Supplies,Binders,1.55,1,5,4.78
Office Supplies,Binders,1.3,1,4,4.18
Office Supplies,Binders,1.66,1,5,5.1
Office Supplies,Paper,16.23,1,45,44.78
Office Supplies,Appliances,8.72,2,87,87.17
Office Supplies,Art,2.37,2,15,14.58
Office Supplies,Art,0.73,2,5,5.34
Office Supplies,Binders,2.8,2,8,7.71
Office Supplies,Binders,2.15,2,6,6.37
Office Supplies,Binders,2.21,2,6,6.1
Office Supplies,Binders,2.13,2,6,6.1
Office Supplies,Storage,-6.4,2,51,51.17
Office Supplies,Supplies,0.73,2,6,5.84
Office Supplies,Supplies,0.7,2,6,6.21
Office Supplies,Binders,6.46,3,19,19.15
Office Supplies,Binders,6.58,3,20,20.23
Office Supplies,Binders,13.9,3,37,37.06
Office Supplies,Binders,29.01,3,83,82.9
Office Supplies,Binders,2.17,3,7,6.67
Office Supplies,Binders,30.23,3,86,86.38
Office Supplies,Fasteners,-2.12,3,11,11.3
Office Supplies,Paper,4.33,3,12,11.95
Office Supplies,Paper,5.44,3,16,15.55
Office Supplies,Binders,4.68,4,13,13.38
Office Supplies,Binders,38.68,4,111,110.53
Office Supplies,Binders,7.23,4,20,19.94
Office Supplies,Binders,25.18,4,67,67.14
Office Supplies,Paper,7.26,4,21,20.74
Office Supplies,Appliances,3.27,5,44,43.56
Office Supplies,Binders,28.9,5,83,82.56
Office Supplies,Binders,5.33,5,15,15.24
Office Supplies,Binders,42.05,5,112,112.12
Office Supplies,Binders,13.47,5,40,39.92
Office Supplies,Binders,9.83,5,29,29.12
Office Supplies,Binders,13.04,5,42,41.72
Office Supplies,Binders,32.4,5,100,99.68
Office Supplies,Envelopes,3.86,5,11,10.64
Office Supplies,Binders,67.86,6,181,180.96
Office Supplies,Binders,14.14,6,42,41.9
Office Supplies,Binders,17.55,6,56,56.16
Office Supplies,Binders,4.65,6,14,14.3
Office Supplies,Binders,10.32,6,31,30.58
Office Supplies,Labels,26.64,6,71,71.04
Office Supplies,Binders,19.19,7,51,51.18
Office Supplies,Binders,52.78,8,141,140.74
Office Supplies,Fasteners,-11.83,8,50,49.79
Office Supplies,Binders,5.43,9,15,14.98
Office Supplies,Binders,7.56,9,24,24.19
Office Supplies,Storage,-95.82,9,511,511.06
Office Supplies,Binders,153.12,14,437,437.47
Office Supplies,Binders,-6.1,2,9,9.16
Office Supplies,Binders,-3.62,2,5,4.94
Office Supplies,Binders,-2.18,2,3,3.11
Office Supplies,Binders,-15.84,2,22,21.59
Office Supplies,Binders,-9.22,5,12,12.03
Office Supplies,Binders,-6.57,6,9,8.96
Office Supplies,Binders,-3.33,7,5,4.54
Technology,Phones,3.99,2,15,14.78
Technology,Accessories,143.98,5,400,399.95
Technology,Phones,213.7,6,822,821.94
Technology,Phones,135.98,8,544,543.92
Technology,Accessories,21.42,2,101,100.8
Technology,Phones,6,2,48,47.98
Technology,Phones,14.76,3,197,196.78
Technology,Accessories,-2.92,4,47,46.69
Technology,Phones,-87.67,4,438,438.34
Technology,Phones,88.18,7,252,251.94
Technology,Machines,156.05,2,575,574.91
Technology,Phones,11.13,1,41,41.22
Technology,Phones,0.53,1,53,52.99
Technology,Phones,33.33,2,119,119.02
Technology,Accessories,14.99,3,60,59.97
Technology,Accessories,27.35,3,114,113.97
Technology,Phones,100.91,3,348,347.97
Technology,Phones,323.95,3,1080,1079.85
Technology,Phones,647.89,8,2400,2399.6
Technology,Machines,767.2,11,1705,1704.89
Technology,Accessories,-3.09,2,35,35.36
Technology,Accessories,21.9,2,117,116.78
Technology,Copiers,3919.99,4,11200,11199.97
Technology,Accessories,-22.74,5,140,139.96
Technology,Phones,-24.48,3,122,122.38
Technology,Phones,-46.8,3,281,280.78
Technology,Accessories,4.36,2,23,22.96
Technology,Phones,6,3,150,149.97
Technology,Accessories,129.6,4,360,360
Technology,Phones,13.86,3,158,158.38
Technology,Accessories,0.44,1,1,0.99
Technology,Accessories,9.67,1,29,29.29
Technology,Accessories,87.99,2,200,199.98
Technology,Accessories,5.1,3,27,26.85
Technology,Accessories,132.59,3,390,389.97
Technology,Accessories,39.5,5,395,395
Technology,Accessories,87.89,5,200,199.75
Technology,Copiers,449.98,5,1500,1499.95
Technology,Accessories,1.36,2,54,54.38
Technology,Accessories,13.56,2,64,63.82
Technology,Phones,-3.5,2,18,17.52
Technology,Phones,4.5,2,36,35.98
Technology,Machines,377.73,3,3358,3357.6
Technology,Phones,15.11,3,43,43.18
Technology,Phones,25.5,3,204,203.98
Technology,Phones,70.56,4,627,627.17
Technology,Phones,60.48,4,605,604.77
Technology,Copiers,1007.98,6,2880,2879.95
Technology,Phones,363.9,8,4159,4158.91
Technology,Phones,374.38,8,1440,1439.92
Technology,Phones,-7.3,1,34,34.36
Technology,Copiers,335.99,2,960,959.98
Technology,Machines,9,2,210,209.99
Technology,Accessories,6.17,3,31,30.84
Technology,Copiers,249.99,2,800,799.98
Technology,Accessories,65.99,3,240,239.98
Technology,Phones,50.24,3,201,200.97
Technology,Phones,126.06,3,485,484.83
Technology,Phones,28.31,3,105,104.85
Technology,Accessories,32,4,256,255.97
Technology,Accessories,1.02,1,17,16.95
Technology,Accessories,26.39,2,60,59.98
Technology,Accessories,742.63,4,1688,1687.8
Technology,Phones,2.7,1,8,7.99
Technology,Phones,0.69,2,8,7.92
Technology,Phones,50.4,2,672,671.98
Technology,Phones,9.18,3,147,146.95
Technology,Phones,19.97,3,177,177.48
Technology,Phones,9,3,72,71.98
Technology,Accessories,13,4,42,41.6
Technology,Machines,209.58,6,2395,2395.2
Technology,Phones,59.49,7,476,475.94
Technology,Copiers,449.99,2,1000,999.98
Technology,Phones,74.97,2,300,299.9
Technology,Phones,134.65,2,518,517.9
Technology,Phones,94.49,3,378,377.97
Technology,Phones,220.49,3,450,449.97
Technology,Accessories,229.99,4,1000,999.96
Technology,Phones,2.3,5,115,114.95
Technology,Accessories,3.57,2,14,13.62
Technology,Phones,2.04,2,27,27.18
Technology,Phones,16.68,2,222,222.38
Technology,Phones,125.2,2,1002,1001.58
Technology,Accessories,64.67,3,259,258.7
Technology,Accessories,71.99,4,320,319.97
Technology,Accessories,33.91,5,160,159.56
Technology,Phones,12,5,120,119.96
Technology,Phones,265.42,6,758,758.35
Technology,Phones,150.36,6,1718,1718.4
Technology,Phones,88.49,6,1416,1415.76
Technology,Accessories,-0.63,7,50,50.12
Technology,Accessories,135.46,8,637,637.44
Technology,Phones,60.96,8,813,812.74
Technology,Machines,137.26,2,601,600.53
Technology,Accessories,88.39,2,260,259.98
Technology,Accessories,83.99,2,200,199.98
Technology,Phones,93.59,2,312,311.98
Technology,Phones,52.49,2,105,104.98
Technology,Accessories,66.95,3,372,371.97
Technology,Accessories,37.79,3,90,89.97
Technology,Phones,3.87,3,129,128.85
Technology,Accessories,19.83,4,64,63.96
Technology,Accessories,70.5,4,164,163.96
Technology,Accessories,517.48,9,2250,2249.91
Technology,Accessories,92,2,320,319.98
Technology,Phones,-124,2,744,743.99
Technology,Phones,-81.66,8,445,445.44
Technology,Accessories,3.24,1,18,18
Technology,Phones,23.52,2,90,90.48
Technology,Accessories,257.99,3,600,599.97
Technology,Phones,0.78,3,39,38.97
Technology,Phones,188.14,7,672,671.93
Technology,Phones,4.14,1,37,36.79
Technology,Phones,29.5,2,472,471.92
Technology,Phones,9,3,72,71.98
Technology,Phones,126.9,3,1128,1127.98
Technology,Accessories,50.38,7,168,167.94
Technology,Accessories,76.7,8,256,255.68
Technology,Machines,-1.83,1,91,91.47
Technology,Accessories,10.9,1,36,36.32
Technology,Accessories,47.99,2,160,159.98
Technology,Accessories,66.95,3,372,371.97
Technology,Accessories,88.13,5,215,214.95
Technology,Machines,3.76,1,12,11.56
Technology,Phones,8.28,2,74,73.58
Technology,Phones,49.5,3,660,659.98
Technology,Phones,49.26,8,141,140.74
Technology,Phones,57.59,9,576,575.93
Technology,Copiers,275,1,550,549.99
Technology,Copiers,275,1,550,549.99
Technology,Phones,49.5,1,165,164.99
